text,intent
view my request processing status,REGISTRATION_STATUS
view registration confirmation status,REGISTRATION_STATUS
where can i check my registration status,REGISTRATION_STATUS
where can i see boarding approval status,REGISTRATION_STATUS
where do i check application status,REGISTRATION_STATUS
where can i view join request result,REGISTRATION_STATUS
where is my registration update,REGISTRATION_STATUS
where do i see approval decision,REGISTRATION_STATUS
where is my request status page,REGISTRATION_STATUS
where can i see if my application is accepted,REGISTRATION_STATUS
where do i check my boarding join status,REGISTRATION_STATUS
where can i see the owner decision,REGISTRATION_STATUS
is my registration accepted,REGISTRATION_STATUS
is my boarding request approved,REGISTRATION_STATUS
is my join request approved,REGISTRATION_STATUS
is my room request confirmed,REGISTRATION_STATUS
is my application approved,REGISTRATION_STATUS
is my boarding application accepted,REGISTRATION_STATUS
is my registration still pending,REGISTRATION_STATUS
is my request still waiting for approval,REGISTRATION_STATUS
is my boarding request rejected,REGISTRATION_STATUS
is my application approved by owner,REGISTRATION_STATUS
has my registration been approved,REGISTRATION_STATUS
has the owner approved my request,REGISTRATION_STATUS
has my join request been accepted,REGISTRATION_STATUS
has my boarding application been confirmed,REGISTRATION_STATUS
has the owner responded to my request,REGISTRATION_STATUS
has my request been rejected,REGISTRATION_STATUS
has my registration been reviewed,REGISTRATION_STATUS
has the owner made a decision yet,REGISTRATION_STATUS
has my application result been updated,REGISTRATION_STATUS
has my registration outcome been decided,REGISTRATION_STATUS
check if my registration is approved,REGISTRATION_STATUS
check if my application is accepted,REGISTRATION_STATUS
check if owner approved my request,REGISTRATION_STATUS
check if my boarding request is confirmed,REGISTRATION_STATUS
check if my join request is accepted,REGISTRATION_STATUS
check if my registration is still pending,REGISTRATION_STATUS
check if my application was rejected,REGISTRATION_STATUS
check my boarding approval result,REGISTRATION_STATUS
check request approval result,REGISTRATION_STATUS
check the status of my request,REGISTRATION_STATUS
how long does registration approval take,REGISTRATION_STATUS
how long until owner approves my registration,REGISTRATION_STATUS
how long will my application stay pending,REGISTRATION_STATUS
how long does boarding approval take,REGISTRATION_STATUS
how long until my request is reviewed,REGISTRATION_STATUS
how long until my application is accepted,REGISTRATION_STATUS
how long until owner responds,REGISTRATION_STATUS
how long before my request is processed,REGISTRATION_STATUS
how long does request review take,REGISTRATION_STATUS
how long does the approval process take,REGISTRATION_STATUS
my registration still pending,REGISTRATION_STATUS
my application still waiting,REGISTRATION_STATUS
my boarding request not approved yet,REGISTRATION_STATUS
my join request still under review,REGISTRATION_STATUS
my registration has no update,REGISTRATION_STATUS
my application has not been processed,REGISTRATION_STATUS
my request still waiting for decision,REGISTRATION_STATUS
my request has no response yet,REGISTRATION_STATUS
my boarding request still pending,REGISTRATION_STATUS
my registration confirmation not received,REGISTRATION_STATUS
why is my registration still pending,REGISTRATION_STATUS
why is my application not approved yet,REGISTRATION_STATUS
why did my registration take so long,REGISTRATION_STATUS
why is owner not responding to my request,REGISTRATION_STATUS
why is my request not reviewed yet,REGISTRATION_STATUS
why is my application delayed,REGISTRATION_STATUS
why has my registration not updated,REGISTRATION_STATUS
why is my join request still pending,REGISTRATION_STATUS
why is my request waiting for approval,REGISTRATION_STATUS
why has my request not been accepted,REGISTRATION_STATUS
tell me my registration status,REGISTRATION_STATUS
tell me the status of my boarding request,REGISTRATION_STATUS
tell me if my registration is approved,REGISTRATION_STATUS
tell me if my request was accepted,REGISTRATION_STATUS
tell me if my boarding application is confirmed,REGISTRATION_STATUS
tell me my join request result,REGISTRATION_STATUS
tell me my application decision,REGISTRATION_STATUS
tell me my request approval result,REGISTRATION_STATUS
tell me if my registration is pending,REGISTRATION_STATUS
tell me if my application is rejected,REGISTRATION_STATUS
registration status page not loading,REGISTRATION_STATUS
cannot see my registration status,REGISTRATION_STATUS
status page not showing my request,REGISTRATION_STATUS
registration result not visible,REGISTRATION_STATUS
application status page broken,REGISTRATION_STATUS
approval result not displayed,REGISTRATION_STATUS
cannot find my request status,REGISTRATION_STATUS
registration update missing,REGISTRATION_STATUS
approval decision not showing,REGISTRATION_STATUS
application progress not visible,REGISTRATION_STATUS
show the status of my boarding registration,REGISTRATION_STATUS
show the progress of my registration request,REGISTRATION_STATUS
show the decision for my boarding application,REGISTRATION_STATUS
show the approval status of my join request,REGISTRATION_STATUS
show my boarding approval result,REGISTRATION_STATUS
show the result of my application request,REGISTRATION_STATUS
show whether my request was accepted,REGISTRATION_STATUS
show whether my request was rejected,REGISTRATION_STATUS
show the final decision for my registration,REGISTRATION_STATUS
show the current state of my application,REGISTRATION_STATUS
view my boarding request status,REGISTRATION_STATUS
view my join request decision,REGISTRATION_STATUS
view the outcome of my registration request,REGISTRATION_STATUS
view my boarding application result,REGISTRATION_STATUS
view the owner response to my request,REGISTRATION_STATUS
view my pending application request,REGISTRATION_STATUS
view the final decision on my boarding application,REGISTRATION_STATUS
view my request approval outcome,REGISTRATION_STATUS
view the decision for my join request,REGISTRATION_STATUS
view the update for my registration request,REGISTRATION_STATUS
where can i see my join request status,REGISTRATION_STATUS
where can i see my application decision,REGISTRATION_STATUS
where can i check the owner approval result,REGISTRATION_STATUS
where can i find the status of my boarding request,REGISTRATION_STATUS
where can i check if my room application was approved,REGISTRATION_STATUS
where can i find the response from the owner,REGISTRATION_STATUS
where can i check the registration result,REGISTRATION_STATUS
where can i see the outcome of my request,REGISTRATION_STATUS
where can i track my boarding application,REGISTRATION_STATUS
where can i view the approval result,REGISTRATION_STATUS
is my boarding application approved yet,REGISTRATION_STATUS
is my room request accepted yet,REGISTRATION_STATUS
is my registration still waiting for review,REGISTRATION_STATUS
is my boarding request still under review,REGISTRATION_STATUS
is my join request approved by the owner,REGISTRATION_STATUS
is my application still pending approval,REGISTRATION_STATUS
is my boarding request rejected or approved,REGISTRATION_STATUS
is my registration accepted already,REGISTRATION_STATUS
is my request still waiting for decision,REGISTRATION_STATUS
is my application confirmed yet,REGISTRATION_STATUS
has the owner reviewed my registration,REGISTRATION_STATUS
has the owner checked my boarding request,REGISTRATION_STATUS
has the owner approved my room request,REGISTRATION_STATUS
has my application been processed yet,REGISTRATION_STATUS
has my join request been reviewed,REGISTRATION_STATUS
has my boarding request been accepted yet,REGISTRATION_STATUS
has my application been approved already,REGISTRATION_STATUS
has the system updated my registration status,REGISTRATION_STATUS
has the owner made a decision on my request,REGISTRATION_STATUS
has my registration been confirmed yet,REGISTRATION_STATUS
check the status of my boarding application,REGISTRATION_STATUS
check the progress of my join request,REGISTRATION_STATUS
check if my boarding request is accepted,REGISTRATION_STATUS
check if my request has been reviewed,REGISTRATION_STATUS
check if my registration was rejected,REGISTRATION_STATUS
check if my application is confirmed,REGISTRATION_STATUS
check the owner response to my request,REGISTRATION_STATUS
check the approval result for my request,REGISTRATION_STATUS
check the processing status of my registration,REGISTRATION_STATUS
check the final decision for my application,REGISTRATION_STATUS
how long until my request is approved,REGISTRATION_STATUS
how long until owner responds to my application,REGISTRATION_STATUS
how long does request approval take,REGISTRATION_STATUS
how long does boarding registration review take,REGISTRATION_STATUS
how long does it take to approve my request,REGISTRATION_STATUS
how long until my registration result appears,REGISTRATION_STATUS
how long until my request is accepted,REGISTRATION_STATUS
how long before my application is processed,REGISTRATION_STATUS
how long until owner checks my request,REGISTRATION_STATUS
how long until the system updates my registration,REGISTRATION_STATUS
my boarding application still pending,REGISTRATION_STATUS
my join request still waiting for owner,REGISTRATION_STATUS
my request still under review,REGISTRATION_STATUS
my registration still not approved,REGISTRATION_STATUS
my application still not processed,REGISTRATION_STATUS
my request still waiting for response,REGISTRATION_STATUS
my registration has no decision yet,REGISTRATION_STATUS
my application is waiting for approval,REGISTRATION_STATUS
my request has not been accepted yet,REGISTRATION_STATUS
my boarding request still pending approval,REGISTRATION_STATUS
why is my boarding application still pending,REGISTRATION_STATUS
why is my join request taking so long,REGISTRATION_STATUS
why is the owner not approving my request,REGISTRATION_STATUS
why has my registration not been reviewed,REGISTRATION_STATUS
why is my request still waiting for approval,REGISTRATION_STATUS
why is my application not updated,REGISTRATION_STATUS
why is the registration decision delayed,REGISTRATION_STATUS
why is my boarding request not confirmed yet,REGISTRATION_STATUS
why is my application still under review,REGISTRATION_STATUS
why is the request result not showing,REGISTRATION_STATUS
tell me my boarding request status,REGISTRATION_STATUS
tell me the decision for my application,REGISTRATION_STATUS
tell me if my request was accepted,REGISTRATION_STATUS
tell me if my boarding application was rejected,REGISTRATION_STATUS
tell me the result of my join request,REGISTRATION_STATUS
tell me the outcome of my registration request,REGISTRATION_STATUS
tell me if my request is still pending,REGISTRATION_STATUS
tell me if the owner approved my application,REGISTRATION_STATUS
tell me if my request was processed,REGISTRATION_STATUS
tell me if my application is confirmed,REGISTRATION_STATUS
registration status page error,REGISTRATION_STATUS
cannot open registration status page,REGISTRATION_STATUS
cannot see join request status,REGISTRATION_STATUS
cannot view boarding application status,REGISTRATION_STATUS
status page not displaying my request,REGISTRATION_STATUS
status update not showing for my registration,REGISTRATION_STATUS
approval result not appearing on page,REGISTRATION_STATUS
registration decision not visible in app,REGISTRATION_STATUS
status page not updating,REGISTRATION_STATUS
registration status not refreshing,REGISTRATION_STATUS




registration rejected,REGISTRATION_REJECTION
my registration was declined,REGISTRATION_REJECTION
why was my registration rejected,REGISTRATION_REJECTION
owner rejected my request,REGISTRATION_REJECTION
boarding application rejected,REGISTRATION_REJECTION
registration denial reason,REGISTRATION_REJECTION
why was i rejected,REGISTRATION_REJECTION
registration not accepted,REGISTRATION_REJECTION
registration rejection explanation,REGISTRATION_REJECTION
join request rejected,REGISTRATION_REJECTION
registration declined without reason,REGISTRATION_REJECTION
why owner rejected my registration,REGISTRATION_REJECTION
registration refusal details,REGISTRATION_REJECTION
boarding request rejected,REGISTRATION_REJECTION
registration rejection help,REGISTRATION_REJECTION
can i reapply after rejection,REGISTRATION_REJECTION
rejection reason not clear,REGISTRATION_REJECTION
registration denial explanation needed,REGISTRATION_REJECTION
why my application failed,REGISTRATION_REJECTION
registration failed due to owner,REGISTRATION_REJECTION
registration rejected message unclear,REGISTRATION_REJECTION
why was my join request declined,REGISTRATION_REJECTION
registration rejection details needed,REGISTRATION_REJECTION
registration request declined,REGISTRATION_REJECTION
owner said no to registration,REGISTRATION_REJECTION
registration rejected by owner,REGISTRATION_REJECTION
can rejected request be reviewed,REGISTRATION_REJECTION
registration rejection appeal,REGISTRATION_REJECTION
registration denial clarification,REGISTRATION_REJECTION
why i was not selected,REGISTRATION_REJECTION
registration rejection reason asked,REGISTRATION_REJECTION
boarding registration denied,REGISTRATION_REJECTION
registration refusal reason,REGISTRATION_REJECTION
registration got rejected,REGISTRATION_REJECTION
registration rejection next steps,REGISTRATION_REJECTION
why registration declined,REGISTRATION_REJECTION
registration rejection explanation needed,REGISTRATION_REJECTION
owner declined registration,REGISTRATION_REJECTION
registration denial help,REGISTRATION_REJECTION
registration not approved reason,REGISTRATION_REJECTION
why application rejected,REGISTRATION_REJECTION
registration refusal message unclear,REGISTRATION_REJECTION
boarding join request rejected,REGISTRATION_REJECTION
registration rejection appeal process,REGISTRATION_REJECTION
registration declined status,REGISTRATION_REJECTION
why owner refused request,REGISTRATION_REJECTION
registration rejection review,REGISTRATION_REJECTION
registration failed explanation,REGISTRATION_REJECTION
rejected registration reason,REGISTRATION_REJECTION
registration rejection guidance,REGISTRATION_REJECTION
why boarding request denied,REGISTRATION_REJECTION
registration rejection clarification,REGISTRATION_REJECTION
registration denied without explanation,REGISTRATION_REJECTION
registration rejection follow up,REGISTRATION_REJECTION
registration rejection resolution,REGISTRATION_REJECTION
why registration failed,REGISTRATION_REJECTION
registration refusal clarification,REGISTRATION_REJECTION
my boarding registration was rejected,REGISTRATION_REJECTION
my boarding request was rejected,REGISTRATION_REJECTION
my join request was rejected by owner,REGISTRATION_REJECTION
my application for boarding was declined,REGISTRATION_REJECTION
the owner rejected my boarding application,REGISTRATION_REJECTION
the owner declined my join request,REGISTRATION_REJECTION
my registration was not approved,REGISTRATION_REJECTION
my request to join boarding was declined,REGISTRATION_REJECTION
my application got rejected by the owner,REGISTRATION_REJECTION
my boarding request was denied,REGISTRATION_REJECTION
why did the owner reject my registration,REGISTRATION_REJECTION
why did my boarding request get rejected,REGISTRATION_REJECTION
why was my boarding application declined,REGISTRATION_REJECTION
why was my join request denied,REGISTRATION_REJECTION
why did my application fail,REGISTRATION_REJECTION
why did the system show registration rejected,REGISTRATION_REJECTION
why did the owner refuse my request,REGISTRATION_REJECTION
why was my request not accepted,REGISTRATION_REJECTION
why was my boarding application not approved,REGISTRATION_REJECTION
why did my request get declined,REGISTRATION_REJECTION
show reason for my registration rejection,REGISTRATION_REJECTION
show the reason my request was rejected,REGISTRATION_REJECTION
show why my boarding request was denied,REGISTRATION_REJECTION
show the rejection explanation for my registration,REGISTRATION_REJECTION
show the rejection message for my application,REGISTRATION_REJECTION
show why the owner declined my request,REGISTRATION_REJECTION
show the rejection reason for my join request,REGISTRATION_REJECTION
show details of my rejected registration,REGISTRATION_REJECTION
show the cause of my application rejection,REGISTRATION_REJECTION
show the explanation for my boarding rejection,REGISTRATION_REJECTION
can i apply again after rejection,REGISTRATION_REJECTION
can i send another request after rejection,REGISTRATION_REJECTION
can i reapply to the same boarding,REGISTRATION_REJECTION
can i apply to the same room again,REGISTRATION_REJECTION
can i send a new request after being rejected,REGISTRATION_REJECTION
can i submit another application after rejection,REGISTRATION_REJECTION
can i reapply if my request was declined,REGISTRATION_REJECTION
can i try registering again after rejection,REGISTRATION_REJECTION
can i request the owner again after rejection,REGISTRATION_REJECTION
can i submit a new join request after rejection,REGISTRATION_REJECTION
my registration rejection reason not clear,REGISTRATION_REJECTION
the rejection message is not clear,REGISTRATION_REJECTION
the reason for rejection is missing,REGISTRATION_REJECTION
my request was rejected without explanation,REGISTRATION_REJECTION
i did not get a reason for rejection,REGISTRATION_REJECTION
rejection reason is not shown in the app,REGISTRATION_REJECTION
the rejection explanation is unclear,REGISTRATION_REJECTION
the owner rejected without reason,REGISTRATION_REJECTION
the system shows rejection but no details,REGISTRATION_REJECTION
i cannot see the rejection reason,REGISTRATION_REJECTION
help me understand why my registration was rejected,REGISTRATION_REJECTION
help me understand the rejection reason,REGISTRATION_REJECTION
help me know why the owner declined my request,REGISTRATION_REJECTION
help me understand my boarding rejection,REGISTRATION_REJECTION
help me with registration rejection issue,REGISTRATION_REJECTION
help me know why my application failed,REGISTRATION_REJECTION
help me find out why my request was rejected,REGISTRATION_REJECTION
help me with rejected registration,REGISTRATION_REJECTION
help me understand the refusal message,REGISTRATION_REJECTION
help me with my declined boarding request,REGISTRATION_REJECTION
what is the reason for my rejection,REGISTRATION_REJECTION
what caused my boarding request rejection,REGISTRATION_REJECTION
what made the owner reject my application,REGISTRATION_REJECTION
what is the rejection reason,REGISTRATION_REJECTION
what happened to my boarding request,REGISTRATION_REJECTION
what caused my application to be declined,REGISTRATION_REJECTION
what caused my registration failure,REGISTRATION_REJECTION
what was wrong with my application,REGISTRATION_REJECTION
what is the explanation for rejection,REGISTRATION_REJECTION
what caused my request to fail,REGISTRATION_REJECTION
my application was declined by owner,REGISTRATION_REJECTION
my request was denied by the owner,REGISTRATION_REJECTION
my registration request failed,REGISTRATION_REJECTION
my join request was refused,REGISTRATION_REJECTION
my boarding application failed,REGISTRATION_REJECTION
my registration attempt was rejected,REGISTRATION_REJECTION
my request got declined,REGISTRATION_REJECTION
my boarding join request was denied,REGISTRATION_REJECTION
my room request was rejected,REGISTRATION_REJECTION
my registration was unsuccessful,REGISTRATION_REJECTION
why was i not selected for this boarding,REGISTRATION_REJECTION
why did the owner not accept my request,REGISTRATION_REJECTION
why was my room application declined,REGISTRATION_REJECTION
why did the owner refuse to approve me,REGISTRATION_REJECTION
why was my application not successful,REGISTRATION_REJECTION
why did my request fail,REGISTRATION_REJECTION
why was my boarding join request rejected,REGISTRATION_REJECTION
why was my request denied by the owner,REGISTRATION_REJECTION
why was my application unsuccessful,REGISTRATION_REJECTION
why did the registration process fail,REGISTRATION_REJECTION
registration rejected message appeared,REGISTRATION_REJECTION
registration declined notification appeared,REGISTRATION_REJECTION
my application status shows rejected,REGISTRATION_REJECTION
my join request status shows declined,REGISTRATION_REJECTION
the system shows my registration rejected,REGISTRATION_REJECTION
the app shows my application declined,REGISTRATION_REJECTION
the owner rejected my boarding request,REGISTRATION_REJECTION
the system says request declined,REGISTRATION_REJECTION
my boarding request result shows rejected,REGISTRATION_REJECTION
my application outcome says declined,REGISTRATION_REJECTION


room light not working,MAINTENANCE
fan not working in room,MAINTENANCE
water leaking in bathroom,MAINTENANCE
tap leaking continuously,MAINTENANCE
bed is broken,MAINTENANCE
electric socket damaged,MAINTENANCE
room door broken,MAINTENANCE
ceiling fan not working,MAINTENANCE
plumbing issue in bathroom,MAINTENANCE
room needs repair,MAINTENANCE
how to submit maintenance request,MAINTENANCE
send maintenance request,MAINTENANCE
maintenance request pending,MAINTENANCE
maintenance not fixed yet,MAINTENANCE
repair request unanswered,MAINTENANCE
maintenance issue unresolved,MAINTENANCE
how to report maintenance problem,MAINTENANCE
owner not responding to maintenance,MAINTENANCE
maintenance delay issue,MAINTENANCE
bathroom issue needs repair,MAINTENANCE
water problem in room,MAINTENANCE
electrical issue in room,MAINTENANCE
maintenance follow up needed,MAINTENANCE
repair still not done,MAINTENANCE
maintenance complaint submitted,MAINTENANCE
how to track maintenance request,MAINTENANCE
maintenance request status,MAINTENANCE
maintenance problem in my room,MAINTENANCE
broken furniture issue,MAINTENANCE
repair request stuck,MAINTENANCE
maintenance help needed urgently,MAINTENANCE
how to upload maintenance images,MAINTENANCE
maintenance escalation required,MAINTENANCE
room repair delay,MAINTENANCE
maintenance ticket still open,MAINTENANCE
maintenance request ignored,MAINTENANCE
fan repair needed,MAINTENANCE
water leakage unresolved,MAINTENANCE
maintenance issue pending for days,MAINTENANCE
how long maintenance takes,MAINTENANCE
repair issue not solved,MAINTENANCE
maintenance request follow up,MAINTENANCE
room maintenance problem,MAINTENANCE
broken bathroom door,MAINTENANCE
maintenance problem reporting,MAINTENANCE
maintenance request unanswered,MAINTENANCE
room electrical fault,MAINTENANCE
maintenance issue escalation,MAINTENANCE
repair problem in room,MAINTENANCE
maintenance help request,MAINTENANCE
maintenance issue still open,MAINTENANCE
maintenance service delay,MAINTENANCE
maintenance complaint unresolved,MAINTENANCE
repair not completed yet,MAINTENANCE
maintenance follow up issue,MAINTENANCE
room maintenance pending,MAINTENANCE
maintenance problem persists,MAINTENANCE
maintenance request problem,MAINTENANCE
light in my room is not working,MAINTENANCE
room bulb not working,MAINTENANCE
room light is broken,MAINTENANCE
ceiling light stopped working,MAINTENANCE
electric light flickering in room,MAINTENANCE
switch for light not working,MAINTENANCE
fan in my room stopped working,MAINTENANCE
room fan making noise,MAINTENANCE
fan not spinning properly,MAINTENANCE
fan stopped suddenly,MAINTENANCE
bathroom tap leaking water,MAINTENANCE
bathroom pipe leaking,MAINTENANCE
water dripping from tap,MAINTENANCE
water pipe burst in bathroom,MAINTENANCE
bathroom plumbing problem,MAINTENANCE
bathroom shower not working,MAINTENANCE
shower leaking continuously,MAINTENANCE
water pressure very low in bathroom,MAINTENANCE
toilet flush not working,MAINTENANCE
toilet leaking water,MAINTENANCE
door of my room not closing,MAINTENANCE
room door handle broken,MAINTENANCE
room lock damaged,MAINTENANCE
room window broken,MAINTENANCE
window glass cracked,MAINTENANCE
window cannot be closed,MAINTENANCE
table in room broken,MAINTENANCE
chair broken in my room,MAINTENANCE
cupboard door damaged,MAINTENANCE
furniture in room damaged,MAINTENANCE
socket not working in my room,MAINTENANCE
power outlet damaged,MAINTENANCE
electric socket loose,MAINTENANCE
switchboard damaged,MAINTENANCE
power socket not giving electricity,MAINTENANCE
electric wire exposed in room,MAINTENANCE
electric issue needs repair,MAINTENANCE
room electrical problem,MAINTENANCE
power problem in my room,MAINTENANCE
electric supply issue in room,MAINTENANCE
ceiling leaking water,MAINTENANCE
water dripping from ceiling,MAINTENANCE
roof leaking during rain,MAINTENANCE
wall damaged in my room,MAINTENANCE
paint peeling from wall,MAINTENANCE
crack in wall needs repair,MAINTENANCE
room wall broken,MAINTENANCE
wall damage inside room,MAINTENANCE
room ceiling cracked,MAINTENANCE
ceiling damage in room,MAINTENANCE
how do i report maintenance problem,MAINTENANCE
how do i send repair request,MAINTENANCE
how do i submit maintenance ticket,MAINTENANCE
how do i report repair issue,MAINTENANCE
how can i report room repair problem,MAINTENANCE
how can i create maintenance request,MAINTENANCE
how to send repair request in app,MAINTENANCE
how to request maintenance service,MAINTENANCE
how to open maintenance ticket,MAINTENANCE
how to report room issue,MAINTENANCE
send repair request for my room,MAINTENANCE
submit maintenance request for my room,MAINTENANCE
create maintenance request now,MAINTENANCE
open repair ticket for room issue,MAINTENANCE
report repair problem now,MAINTENANCE
report electrical issue in room,MAINTENANCE
report water leak problem,MAINTENANCE
report broken furniture,MAINTENANCE
report plumbing issue,MAINTENANCE
report bathroom repair problem,MAINTENANCE
my repair request still pending,MAINTENANCE
my maintenance request not fixed,MAINTENANCE
repair request still open,MAINTENANCE
repair problem still unresolved,MAINTENANCE
maintenance issue still pending,MAINTENANCE
maintenance ticket not closed,MAINTENANCE
maintenance still not completed,MAINTENANCE
maintenance request waiting too long,MAINTENANCE
repair problem not solved yet,MAINTENANCE
repair request taking too long,MAINTENANCE
owner has not fixed maintenance issue,MAINTENANCE
owner not responding to repair request,MAINTENANCE
maintenance problem ignored by owner,MAINTENANCE
repair request unanswered by owner,MAINTENANCE
owner not replying to maintenance ticket,MAINTENANCE
repair issue still ignored,MAINTENANCE
maintenance issue waiting for owner,MAINTENANCE
maintenance request delayed by owner,MAINTENANCE
owner has not repaired my room yet,MAINTENANCE
maintenance complaint still unresolved,MAINTENANCE
how long does maintenance take,MAINTENANCE
how long until repair is completed,MAINTENANCE
how long does repair request take,MAINTENANCE
how long for owner to fix maintenance issue,MAINTENANCE
how long maintenance request stays open,MAINTENANCE
how long does plumbing repair take,MAINTENANCE
how long until electrical issue fixed,MAINTENANCE
how long until maintenance resolved,MAINTENANCE
how long until repair done,MAINTENANCE
how long maintenance service takes,MAINTENANCE
check maintenance request status,MAINTENANCE
check repair request progress,MAINTENANCE
check status of maintenance ticket,MAINTENANCE
check if repair request completed,MAINTENANCE
check if maintenance issue resolved,MAINTENANCE
check maintenance progress for my room,MAINTENANCE
check if repair problem fixed,MAINTENANCE
check maintenance update,MAINTENANCE
check repair issue status,MAINTENANCE
check if maintenance ticket closed,MAINTENANCE
upload image for maintenance issue,MAINTENANCE
upload photo of room problem,MAINTENANCE
upload picture of repair issue,MAINTENANCE
upload image of water leak,MAINTENANCE
upload photo of broken furniture,MAINTENANCE
upload image of electrical issue,MAINTENANCE
upload maintenance evidence photo,MAINTENANCE
upload image for repair request,MAINTENANCE
upload room repair picture,MAINTENANCE
upload bathroom problem image,MAINTENANCE
my room light stopped working,MAINTENANCE
the bulb in my room is dead,MAINTENANCE
light switch in my room is faulty,MAINTENANCE
room lighting issue needs repair,MAINTENANCE
light keeps flickering in my room,MAINTENANCE
fan in the room is shaking,MAINTENANCE
fan making loud noise,MAINTENANCE
fan speed controller not working,MAINTENANCE
fan completely stopped working,MAINTENANCE
fan repair required urgently,MAINTENANCE
tap in bathroom leaking water,MAINTENANCE
bathroom sink leaking continuously,MAINTENANCE
water leaking under sink,MAINTENANCE
water pipe broken in bathroom,MAINTENANCE
bathroom plumbing repair needed,MAINTENANCE
shower head broken in bathroom,MAINTENANCE
shower water leaking everywhere,MAINTENANCE
water flow very weak in bathroom,MAINTENANCE
toilet flush button broken,MAINTENANCE
toilet water constantly running,MAINTENANCE
room door hinge broken,MAINTENANCE
room door cannot lock properly,MAINTENANCE
door lock not functioning,MAINTENANCE
door frame damaged,MAINTENANCE
door cannot be opened properly,MAINTENANCE
window lock broken,MAINTENANCE
window cannot close properly,MAINTENANCE
window frame damaged,MAINTENANCE
window glass broken in room,MAINTENANCE
window repair needed urgently,MAINTENANCE
bed frame broken in my room,MAINTENANCE
mattress damaged in my room,MAINTENANCE
table leg broken in room,MAINTENANCE
chair leg broken in room,MAINTENANCE
wardrobe door not closing,MAINTENANCE
cupboard shelf broken,MAINTENANCE
furniture repair needed in room,MAINTENANCE
broken shelf in cupboard,MAINTENANCE
bed making noise needs repair,MAINTENANCE
room furniture damaged badly,MAINTENANCE
power outlet not functioning,MAINTENANCE
socket burned out in room,MAINTENANCE
switchboard not working properly,MAINTENANCE
electric sparks from socket,MAINTENANCE
electric wiring issue in room,MAINTENANCE
power supply cutting frequently,MAINTENANCE
room electricity not stable,MAINTENANCE
socket overheating issue,MAINTENANCE
electric repair required in room,MAINTENANCE
room electrical maintenance required,MAINTENANCE
roof leaking into my room,MAINTENANCE
rain water entering my room,MAINTENANCE
ceiling water leak problem,MAINTENANCE
roof crack causing leakage,MAINTENANCE
water dripping from roof,MAINTENANCE
ceiling plaster falling down,MAINTENANCE
ceiling needs urgent repair,MAINTENANCE
roof damage in room area,MAINTENANCE
ceiling damage due to water leak,MAINTENANCE
room roof repair required,MAINTENANCE
i want to report a repair problem,MAINTENANCE
i want to submit a maintenance ticket,MAINTENANCE
i want to report damage in my room,MAINTENANCE
i want to report bathroom issue,MAINTENANCE
i want to send repair request now,MAINTENANCE
i want to report plumbing issue,MAINTENANCE
i want to create maintenance request,MAINTENANCE
i want to report electrical problem,MAINTENANCE
i want to report broken furniture,MAINTENANCE
i want to report leaking water problem,MAINTENANCE
please fix my room light,MAINTENANCE
please repair the broken fan,MAINTENANCE
please repair the leaking tap,MAINTENANCE
please fix the bathroom plumbing,MAINTENANCE
please repair the broken door,MAINTENANCE
please repair damaged furniture,MAINTENANCE
please fix socket in my room,MAINTENANCE
please repair leaking roof,MAINTENANCE
please fix the broken window,MAINTENANCE
please repair the damaged ceiling,MAINTENANCE
maintenance request still waiting,MAINTENANCE
maintenance ticket still open,MAINTENANCE
maintenance problem not resolved yet,MAINTENANCE
repair still not completed,MAINTENANCE
repair work delayed for my room,MAINTENANCE
maintenance issue still pending,MAINTENANCE
repair request taking long time,MAINTENANCE
repair problem still not solved,MAINTENANCE
maintenance work not started yet,MAINTENANCE
repair still under process,MAINTENANCE
owner has not fixed my room problem,MAINTENANCE
owner ignoring maintenance request,MAINTENANCE
owner has not responded to repair issue,MAINTENANCE
owner delayed fixing my room issue,MAINTENANCE
owner not replying to repair complaint,MAINTENANCE
owner still has not repaired the problem,MAINTENANCE
maintenance ignored by owner,MAINTENANCE
repair request waiting for owner action,MAINTENANCE
maintenance problem waiting for owner response,MAINTENANCE
owner still has not repaired damage,MAINTENANCE
check my maintenance request progress,MAINTENANCE
check repair request update,MAINTENANCE
check if maintenance issue fixed,MAINTENANCE
check if repair completed,MAINTENANCE
check repair ticket status,MAINTENANCE
check maintenance update for my room,MAINTENANCE
check repair progress for my request,MAINTENANCE
check if repair ticket closed,MAINTENANCE
check maintenance completion status,MAINTENANCE
check repair work status,MAINTENANCE



electricity usage details,UTILITIES_HELP
water usage details,UTILITIES_HELP
electricity units used,UTILITIES_HELP
water units used,UTILITIES_HELP
how utilities are shared,UTILITIES_HELP
shared electricity charges,UTILITIES_HELP
shared water charges,UTILITIES_HELP
utility usage explanation,UTILITIES_HELP
utility reading information,UTILITIES_HELP
who takes electricity reading,UTILITIES_HELP
who manages water reading,UTILITIES_HELP
utility amount seems high,UTILITIES_HELP
utility charges explanation,UTILITIES_HELP
utility bill details unclear,UTILITIES_HELP
how utilities billed monthly,UTILITIES_HELP
are utilities shared equally,UTILITIES_HELP
utility cost per room,UTILITIES_HELP
electricity usage increased,UTILITIES_HELP
water usage increased,UTILITIES_HELP
utility amount changed this month,UTILITIES_HELP
utility charge distribution,UTILITIES_HELP
how utility usage tracked,UTILITIES_HELP
utility cost explanation needed,UTILITIES_HELP
